AT,GO,contig,O_sativa_locus_annotation,ProbeName,TargetID,Sig Index PrF_T3_Oil,Sig Index PrF_T3_State,Sum Sig Index for F-Tests,Avg Sig Index for F-Tests
AT3G55800,GO:0019684/GO:0019252/GO:0035304/GO:0009773/GO:0010363/GO:0009507/GO:0006612/GO:0019761/GO:0009570/GO:0010310/GO:0009570/GO:0042742/GO:0009570/GO:0019344/GO:0019760/GO:0009862/GO:0031348/GO:0009657/GO:0009570/GO:0009941/GO:0005975/GO:0009697/GO:0019684/GO:0050832/GO:0043085/GO:0009570/GO:0048046/GO:0019252/GO:0009773/GO:0009570/GO:0000023/GO:0009862/GO:0000023/GO:0009867/GO:0010310/GO:0006364/GO:0009570/GO:0005986/GO:0005975/GO:0006098/GO:0009697/GO:0010207/GO:0019288/GO:0009570/GO:0042578/GO:0009814/GO:0042742/GO:0009409/GO:0010207/GO:0019684/GO:0019760/GO:0010200/GO:0010103/GO:0009570/GO:0009595/GO:0009867/GO:0019252/GO:0009507/GO:0009570/GO:0009941/GO:0005986/GO:0010363/GO:0019344/GO:0019761/GO:0016051/GO:0050832/GO:0009579/GO:0009862/GO:0006612/GO:0010207/GO:0035304/GO:0009570/GO:0009773/GO:0042578/GO:0009657/GO:0043900/GO:0009941/GO:0009941/GO:0019253/GO:0006098/GO:0010207/GO:0042742/GO:0019253/GO:0009814/GO:0035304/GO:0009570/GO:0050278/GO:0009409/GO:0009507/GO:0019252/GO:0000165/GO:0009862/GO:0006364/GO:0019288/GO:0042742,S_5sp_contig50120,LOC_Os04g16680,CUST_7059_PI428634872,S_5sp_contig50120,1,0,1,0.5
AT4G12730,GO:0005886/GO:0031225/GO:0046658/GO:0006816/GO:0005886/GO:0005886/GO:0006084/GO:0048767/GO:0009651/GO:0005886/GO:0005886/GO:0031225/GO:0007030/GO:0007030/GO:0005774/GO:0046658/GO:0016126/GO:0010583/GO:0016020/GO:0016132/GO:0006084/GO:0005774/GO:0005774/GO:0009651/GO:0048767,S_5sp_contig50162,LOC_Os08g23180,CUST_7066_PI428634872,S_5sp_contig50162,1,0,1,0.5
AT5G45890,GO:0007568/GO:0009723/GO:0006508/GO:0008234/GO:0010150/GO:0009817/GO:0010282/GO:0010150/GO:0005576/GO:0007568/GO:0008234/GO:0006508/GO:0008234/GO:0009817/GO:0010282,S_5sp_contig50169,LOC_Os09g38920,CUST_7067_PI428634872,S_5sp_contig50169,1,1,2,1
AT3G49910,GO:0022626/GO:0022625/GO:0022625/GO:0022626/GO:0001510/GO:0022626/GO:0022626/GO:0015934/GO:0009409/GO:0003735/GO:0022626/GO:0006412/GO:0003735/GO:0022626/GO:0001510/GO:0015934/GO:0006412/GO:0022626/GO:0006412/GO:0015934/GO:0022626/GO:0022625/GO:0015934/GO:0022626/GO:0015934/GO:0022626/GO:0006412/GO:0005840/GO:0009507/GO:0015934/GO:0009409/GO:0022626/GO:0022626/GO:0005829/GO:0005774/GO:0005730/GO:0006412/GO:0022625/GO:0005622/GO:0005774/GO:0005886/GO:0005774/GO:0016020/GO:0005634/GO:0006412/GO:0005730,S_5sp_contig50184,LOC_Os01g04730,CUST_7071_PI428634872,S_5sp_contig50184,1,0,1,0.5
NA,,S_5sp_contig50209,LOC_Os07g39680,CUST_7074_PI428634872,S_5sp_contig50209,1,0,1,0.5
AT4G36130,GO:0006412/GO:0006412/GO:0022626/GO:0005840/GO:0022626/GO:0006412/GO:0003735/GO:0005840/GO:0006412/GO:0005773/GO:0003735/GO:0022626/GO:0022625/GO:0005622/GO:0022625/GO:0006412/GO:0022625/GO:0006412/GO:0005737/GO:0022626/GO:0022625/GO:0005773/GO:0005886,S_5sp_contig50321,LOC_Os12g38000,CUST_7088_PI428634872,S_5sp_contig50321,1,0,1,0.5
AT5G20490,GO:0005524/GO:0003774/GO:0016459/GO:0051646/GO:0030048/GO:0010090/GO:0048467/GO:0016459/GO:0016459/GO:0010090/GO:0010090/GO:0005524/GO:0010091/GO:0010091/GO:0048768/GO:0051645/GO:0010154/GO:0090436/GO:0005524/GO:0048768/GO:0010091/GO:0003774/GO:0051301/GO:0016049/GO:0003774/GO:0009791/GO:0010090/GO:0005524/GO:0048768/GO:0010090/GO:0009506/GO:0003774/GO:0003774/GO:0060151/GO:0010090/GO:0090436,S_5sp_contig17593_RC,LOC_Os01g51632,CUST_708_PI428634872,S_5sp_contig17593_RC,1,0,1,0.5
AT1G15710,GO:0055114/GO:0006571/GO:0000166/GO:0009507/GO:0006571/GO:0004665/GO:0006571/GO:0006567/GO:0008977/GO:0004665/GO:0006567/GO:0006571,S_5sp_contig50342,LOC_Os06g49505,CUST_7090_PI428634872,S_5sp_contig50342,1,0,1,0.5
AT4G35160,GO:0008168/GO:0008171/GO:0046983/GO:0005829/GO:0005634,S_5sp_contig50373,LOC_Os01g54969,CUST_7093_PI428634872,S_5sp_contig50373,1,0,1,0.5
AT3G62160,GO:0016747/GO:0005737/GO:0016740,S_5sp_contig50458,LOC_Os05g04584,CUST_7099_PI428634872,S_5sp_contig50458,1,0,1,0.5
AT1G58390,GO:0043531/GO:0006952/GO:0005575/GO:0043531/GO:0006952,S_5sp_contig50477,LOC_Os11g45130,CUST_7102_PI428634872,S_5sp_contig50477,1,0,1,0.5
NA,,S_5sp_contig50559,LOC_Os06g06980,CUST_7106_PI428634872,S_5sp_contig50559,1,0,1,0.5
AT5G21090,GO:0006972/GO:0034976/GO:0009627/GO:0009651/GO:0009627/GO:0042744/GO:0046686/GO:0042744/GO:0007030/GO:0034976/GO:0005886/GO:0009651/GO:0009266/GO:0006096/GO:0042744/GO:0006096/GO:0006972/GO:0007030/GO:0007165/GO:0006833,S_5sp_contig50637,LOC_Os01g17250,CUST_7108_PI428634872,S_5sp_contig50637,1,0,1,0.5
AT3G29000,GO:0005509/GO:0005509/GO:0008150/GO:0005886,S_5sp_contig50638,LOC_Os09g24580,CUST_7109_PI428634872,S_5sp_contig50638,1,1,2,1
AT1G47480,GO:0008152/GO:0005634/GO:0048765/GO:0016787/GO:0048765,S_5sp_contig50786,LOC_Os06g11130,CUST_7118_PI428634872,S_5sp_contig50786,1,0,1,0.5
AT1G77800,GO:0009630/GO:0009506/GO:0005634/GO:0008270/GO:0005634/GO:0008270,S_5sp_contig17674,LOC_Os06g10690,CUST_711_PI428634872,S_5sp_contig17674,1,0,1,0.5
AT1G30380,GO:0015979/GO:0009535/GO:0003674/GO:0009535/GO:0019344/GO:0009535/GO:0009535/GO:0009535/GO:0009535/GO:0009535/GO:0009535/GO:0030003/GO:0009535/GO:0009534/GO:0009534/GO:0009507/GO:0015979/GO:0009522/GO:0009534/GO:0009534/GO:0009535/GO:0009535/GO:0009535/GO:0009579/GO:0009535/GO:0009522/GO:0009522/GO:0009535/GO:0015979/GO:0016020/GO:0009535/GO:0015979/GO:0070838/GO:0016020/GO:0009522/GO:0019344/GO:0009507,S_5sp_contig50817,LOC_Os07g05480,CUST_7122_PI428634872,S_5sp_contig50817,1,0,1,0.5
AT3G62020,GO:0010413/GO:0009505/GO:0010413/GO:0045492/GO:0005576/GO:0005618/GO:0030145/GO:0048046/GO:0045735/GO:0045735/GO:0045492/GO:0030145/GO:0005576/GO:0005618/GO:0048046/GO:0008150,S_5sp_contig50820_RC,LOC_Os01g14670,CUST_7123_PI428634872,S_5sp_contig50820_RC,1,1,2,1
AT5G48930,GO:0009805/GO:0016020/GO:0009611/GO:0009963/GO:0009809/GO:0006612/GO:0009805/GO:0005829/GO:0005515/GO:0009963/GO:0010363/GO:0016740/GO:0009963/GO:0005737/GO:0047172/GO:0009963/GO:0010252/GO:0006612/GO:0009809/GO:0005737/GO:0047205/GO:0005737/GO:0010363,S_5sp_contig50923,LOC_Os04g56900,CUST_7128_PI428634872,S_5sp_contig50923,1,0,1,0.5
AT5G44740,GO:0006281/GO:0005634/GO:0003684/GO:0003684/GO:0006281/GO:0003887/GO:0005634/GO:0042732/GO:0006281/GO:0006261/GO:0006281/GO:0006281/GO:0006281/GO:0003887/GO:0006281/GO:0005515/GO:0003887/GO:0006261/GO:0006281/GO:0006281/GO:0005515/GO:0042276/GO:0042276/GO:0006261/GO:0042276/GO:0010224/GO:0042276,S_5sp_contig50965_RC,LOC_Os01g55300,CUST_7132_PI428634872,S_5sp_contig50965_RC,1,0,1,0.5
AT1G62750,GO:0009570/GO:0000023/GO:0009570/GO:0006354/GO:0009507/GO:0005524/GO:0003746/GO:0045893/GO:0003746/GO:0010207/GO:0009570/GO:0006414/GO:0034660/GO:0009793/GO:0009570/GO:0042793/GO:0009941/GO:0009570/GO:0006364/GO:0010207/GO:0042793/GO:0035304/GO:0005739/GO:0006354/GO:0019252/GO:0009570/GO:0005524/GO:0009570/GO:0048046/GO:0009902/GO:0048481/GO:0009941/GO:0016226/GO:0042793/GO:0010027/GO:0009570/GO:0009570/GO:0009507/GO:0045893/GO:0016226/GO:0009791/GO:0006354/GO:0045893/GO:0006414/GO:0000023/GO:0010027/GO:0019252/GO:0009507/GO:0008135/GO:0009941/GO:0009658/GO:0009941/GO:0005525/GO:0003924/GO:0009658/GO:0009658/GO:0010207/GO:0043085/GO:0005525/GO:0009658/GO:0006098/GO:0035304/GO:0009570/GO:0009507/GO:0009902/GO:0006098/GO:0035304/GO:0009570/GO:0010228/GO:0005525/GO:0009845/GO:0005525/GO:0006414/GO:0010207/GO:0006364/GO:0034660/GO:0009570,S_5sp_contig17715,LOC_Os04g45490,CUST_713_PI428634872,S_5sp_contig17715,1,0,1,0.5
AT3G08970,GO:0005788/GO:0009408/GO:0006457/GO:0009644/GO:0009408/GO:0034605/GO:0006457/GO:0005788/GO:0010286/GO:0009688/GO:0006457/GO:0006457/GO:0006457/GO:0005788/GO:0006457/GO:0010286/GO:0009860/GO:0034605/GO:0006457/GO:0051082/GO:0009860/GO:0042542/GO:0009506/GO:0009860/GO:0009408/GO:0016491/GO:0034605/GO:0009688/GO:0006457/GO:0006457/GO:0031072/GO:0009408,S_5sp_contig51034,LOC_Os03g18200,CUST_7140_PI428634872,S_5sp_contig51034,1,0,1,0.5
AT2G16430,GO:0003993/GO:0016036/GO:0005576/GO:0009505/GO:0004722/GO:0005576/GO:0009506/GO:0005829/GO:0003993/GO:0009505/GO:0005618/GO:0005618/GO:0003993/GO:0009505/GO:0016036/GO:0005618,S_5sp_contig51040,LOC_Os12g44030,CUST_7141_PI428634872,S_5sp_contig51040,1,1,2,1
AT1G67740,GO:0035304/GO:0006364/GO:0016021/GO:0015979/GO:0019684/GO:0015979/GO:0030095/GO:0030095/GO:0009657/GO:0009533/GO:0010207/GO:0010207/GO:0009507/GO:0009533/GO:0015979/GO:0009535/GO:0030145/GO:0009535/GO:0030095/GO:0010207/GO:0009523/GO:0019684/GO:0009533/GO:0030095/GO:0015979/GO:0015979/GO:0009535/GO:0035304/GO:0009657/GO:0015979/GO:0009523/GO:0035304/GO:0010207/GO:0019344/GO:0019684/GO:0006364/GO:0009535/GO:0019344/GO:0009523/GO:0030095/GO:0009535/GO:0009533/GO:0009523,S_5sp_contig51083,LOC_Os08g02630,CUST_7144_PI428634872,S_5sp_contig51083,1,0,1,0.5
AT4G13020,GO:0005524/GO:0016301/GO:0004674/GO:0004672/GO:0045727/GO:0006468/GO:0004672/GO:0005524/GO:0005634/GO:0016772/GO:0005634/GO:0006468/GO:0004674/GO:0006468/GO:0004672/GO:0004672/GO:0004713/GO:0005524/GO:0004672/GO:0004672/GO:0004672/GO:0005634/GO:0016772/GO:0005634/GO:0004713/GO:0006468/GO:0004674/GO:0005524/GO:0006468/GO:0004672/GO:0004674/GO:0045727/GO:0004672/GO:0006468/GO:0016772/GO:0004674/GO:0004674/GO:0016772/GO:0005524/GO:0045727/GO:0006468/GO:0006468/GO:0006468/GO:0016772/GO:0004674/GO:0005524/GO:0006468/GO:0005524/GO:0006468/GO:0004674/GO:0006468/GO:0005524/GO:0006468/GO:0005524/GO:0006468/GO:0004672/GO:0004674/GO:0005634/GO:0006468/GO:0004713/GO:0004674/GO:0004713/GO:0005524,S_5sp_contig17760,LOC_Os03g63020,CUST_714_PI428634872,S_5sp_contig17760,1,0,1,0.5
AT4G25740,GO:0022626/GO:0009664/GO:0022626/GO:0022627/GO:0022627/GO:0022627/GO:0009664/GO:0005829/GO:0022626/GO:0042545/GO:0022626/GO:0022627/GO:0016020/GO:0006412/GO:0005829/GO:0022626/GO:0016020/GO:0022626/GO:0022627/GO:0042545/GO:0022626/GO:0022626/GO:0022626/GO:0022626/GO:0003735/GO:0022626/GO:0006412/GO:0022627/GO:0022627/GO:0022627/GO:0022626/GO:0006412,S_5sp_contig51299,LOC_Os04g35090,CUST_7154_PI428634872,S_5sp_contig51299,1,0,1,0.5
AT2G26500,GO:0006364/GO:0009535/GO:0009535/GO:0009507/GO:0009535/GO:0009535/GO:0009535/GO:0010207/GO:0009507/GO:0010207/GO:0009512/GO:0009535/GO:0009657/GO:0009535/GO:0009535/GO:0009535/GO:0010207/GO:0009535/GO:0009535/GO:0009535/GO:0009657/GO:0009535/GO:0009512/GO:0009496/GO:0009507/GO:0006364/GO:0009535/GO:0010207/GO:0009535,S_5sp_contig51300,LOC_Os03g55720,CUST_7155_PI428634872,S_5sp_contig51300,1,0,1,0.5
AT3G26000,GO:0003674/GO:0008150,S_5sp_contig51405,LOC_Os04g40910,CUST_7160_PI428634872,S_5sp_contig51405,1,0,1,0.5
AT3G47070,GO:0009507/GO:0009534/GO:0009535/GO:0009902/GO:0009637/GO:0006364/GO:0009534/GO:0010114/GO:0009535/GO:0009535/GO:0009941/GO:0010218/GO:0009535/GO:0009534/GO:0009535/GO:0009579/GO:0009535/GO:0009534/GO:0009535/GO:0009535/GO:0009535/GO:0009941/GO:0009535/GO:0009941/GO:0009535/GO:0010027/GO:0009902/GO:0009535/GO:0009535/GO:0010027/GO:0006364/GO:0015979/GO:0030003/GO:0009535/GO:0034660/GO:0009941/GO:0009507/GO:0009535/GO:0009535/GO:0009535/GO:0034660/GO:0015979/GO:0009535/GO:0009535/GO:0009535/GO:0070838,S_5sp_contig51454,LOC_Os03g61090,CUST_7162_PI428634872,S_5sp_contig51454,1,0,1,0.5
NA,,S_alt_contig00044_NB,,CUST_7199_PI428634872,S_alt_contig00044_NB,1,0,1,0.5
AT5G45480,GO:0005886/GO:0009684/GO:0015706/GO:0010167/GO:0005886/GO:0006569/GO:0009684/GO:0006569/GO:0003674/GO:0008150,S_alt_contig00046,LOC_Os10g11310,CUST_7201_PI428634872,S_alt_contig00046,1,0,1,0.5
AT3G57890,GO:0008150/GO:0005634/GO:0005634/GO:0005829,S_alt_contig00052,LOC_Os02g10130,CUST_7205_PI428634872,S_alt_contig00052,1,0,1,0.5
AT5G54310,GO:0005802/GO:0005829/GO:0003677/GO:0005634/GO:0005768/GO:0005768/GO:0008060/GO:0006499/GO:0032857/GO:0032857/GO:0006499/GO:0032312/GO:0010227/GO:0006499/GO:0032312/GO:0032857/GO:0008270/GO:0032312/GO:0005634,S_alt_contig00055,LOC_Os07g37650,CUST_7206_PI428634872,S_alt_contig00055,1,1,2,1
AT3G54350,GO:0003674/GO:0006346/GO:0009793/GO:0016246/GO:0009630/GO:0006346/GO:0016246/GO:0009560/GO:0005634/GO:0009560/GO:0005634/GO:0006312/GO:0006346/GO:0005634/GO:0006346,S_5sp_contig17832,LOC_Os03g58640,CUST_720_PI428634872,S_5sp_contig17832,1,0,1,0.5
AT5G60920,GO:0010015/GO:0009664/GO:0005886/GO:0010817/GO:0030243/GO:0043481/GO:0071555/GO:0009825/GO:0000272/GO:0003674/GO:0008361/GO:0009750/GO:0009930/GO:0009832/GO:0007389/GO:0016049/GO:0031225/GO:0009897/GO:0009651/GO:0005982/GO:0006833/GO:0009897/GO:0048767/GO:0000271/GO:0006972/GO:0010215/GO:0006816/GO:0009651/GO:0005886/GO:0009266/GO:0006096/GO:0009651/GO:0009825/GO:0007030/GO:0009932/GO:0008361/GO:0046658/GO:0030243/GO:0009926/GO:0048767/GO:0040007/GO:0010215/GO:0046658/GO:0005982/GO:0009932/GO:0071555/GO:0031225/GO:0031225/GO:0007030/GO:0006972/GO:0006096/GO:0009664/GO:0009505/GO:0046686/GO:0009651,S_alt_contig00069,LOC_Os05g32110,CUST_7218_PI428634872,S_alt_contig00069,1,1,2,1
AT5G56750,GO:0003674/GO:0030154/GO:0060918/GO:0005737,S_alt_contig00078,LOC_Os01g09670,CUST_7225_PI428634872,S_alt_contig00078,1,0,1,0.5
NA,,S_5sp_contig17842,LOC_Os12g38210,CUST_722_PI428634872,S_5sp_contig17842,1,0,1,0.5
AT1G67120,GO:0006355/GO:0006094/GO:0009941/GO:0007010/GO:0006355/GO:0009506/GO:0006461/GO:0016887/GO:0007010/GO:0005634/GO:0010498/GO:0010498/GO:0005524/GO:0000166/GO:0005634/GO:0017111/GO:0009941/GO:0008134/GO:0010498/GO:0009941/GO:0009941/GO:0006355/GO:0005524,S_alt_contig00097,LOC_Os10g31856,CUST_7239_PI428634872,S_alt_contig00097,1,0,1,0.5
AT2G01910,GO:0009574/GO:0009574/GO:0007020/GO:0009524/GO:0009536/GO:0005634/GO:0000226/GO:0051322/GO:0007020/GO:0000226/GO:0009524/GO:0008017/GO:0005739,S_alt_contig00104,LOC_Os09g27700,CUST_7244_PI428634872,S_alt_contig00104,1,0,1,0.5
AT3G51730,GO:0005773/GO:0006635/GO:0006635/GO:0007030/GO:0016558/GO:0003674/GO:0005773/GO:0007030/GO:0009651/GO:0006816/GO:0006629/GO:0016558/GO:0009651/GO:0016558,S_alt_contig00107_RC,LOC_Os12g02094,CUST_7246_PI428634872,S_alt_contig00107_RC,1,0,1,0.5
AT4G21880,GO:0008150/GO:0003674/GO:0005739,S_alt_contig00121,LOC_Os02g03970,CUST_7258_PI428634872,S_alt_contig00121,1,1,2,1
AT3G55480,GO:0008565/GO:0030117/GO:0030117/GO:0006896/GO:0080171/GO:0030117/GO:0030117/GO:0006896/GO:0005794/GO:0080171/GO:0030117/GO:0051453/GO:0005634/GO:0030117,S_alt_contig00132,LOC_Os01g74180,CUST_7269_PI428634872,S_alt_contig00132,1,0,1,0.5
AT1G09795,GO:0000105/GO:0000023/GO:0000287/GO:0000105/GO:0009570/GO:0006567/GO:0009570/GO:0003879/GO:0000105/GO:0003879/GO:0000105/GO:0006567/GO:0019252/GO:0000105/GO:0009507/GO:0000023/GO:0009570/GO:0003879/GO:0005737/GO:0009570/GO:0009507/GO:0000105/GO:0019252,S_alt_contig00134,LOC_Os03g04169,CUST_7271_PI428634872,S_alt_contig00134,1,0,1,0.5
AT5G11860,GO:0005634/GO:0016791/GO:0006470/GO:0006470/GO:0000775/GO:0006470/GO:0005737/GO:0016791/GO:0016791/GO:0005694/GO:0016791/GO:0005634/GO:0005634/GO:0006914/GO:0005634/GO:0006914/GO:0005634/GO:0008420/GO:0005634,S_alt_contig00146,LOC_Os07g10690,CUST_7280_PI428634872,S_alt_contig00146,1,1,2,1
AT2G38320,GO:0008150/GO:0044036/GO:0045492/GO:0042546/GO:0005794/GO:0045492/GO:0010413/GO:0044036/GO:0010413,S_alt_contig00148,LOC_Os11g01570,CUST_7281_PI428634872,S_alt_contig00148,1,0,1,0.5
AT5G41150,GO:0000724/GO:0006296/GO:0000014/GO:0006259/GO:0006289/GO:0000724/GO:0006281/GO:0000710/GO:0006296/GO:0000710/GO:0000712/GO:0003697/GO:0000712/GO:0003677/GO:0006281/GO:0006289/GO:0000710/GO:0000110/GO:0006289/GO:0000110/GO:0005634/GO:0004518/GO:0009314/GO:0006296/GO:0006979/GO:0000724/GO:0006296/GO:0005634/GO:0006281,S_alt_contig00149_RC,LOC_Os03g01100,CUST_7282_PI428634872,S_alt_contig00149_RC,1,0,1,0.5
AT3G24255,GO:0005634/GO:0008150/GO:0003674/GO:0005634,S_alt_contig00151_RC,LOC_Os08g30710,CUST_7284_PI428634872,S_alt_contig00151_RC,1,0,1,0.5
AT4G19640,GO:0006944/GO:0005525/GO:0005886/GO:0005515/GO:0007264/GO:0005525/GO:0005525/GO:0015031/GO:0005783/GO:0005525/GO:0048193/GO:0010200/GO:0005515/GO:0005768/GO:0005769/GO:0005769/GO:0005525/GO:0005768/GO:0005525/GO:0048193/GO:0016192/GO:0006944,S_alt_contig00153_RC,LOC_Os12g43550,CUST_7286_PI428634872,S_alt_contig00153_RC,1,0,1,0.5
AT3G04260,GO:0045893/GO:0045893/GO:0003676/GO:0045036/GO:0042793/GO:0016556/GO:0016020/GO:0042793/GO:0009508/GO:0045036/GO:0009508/GO:0042793/GO:0005634/GO:0045893/GO:0009508/GO:0016556/GO:0003677/GO:0009507/GO:0009295,S_alt_contig00160,LOC_Os10g32540,CUST_7293_PI428634872,S_alt_contig00160,1,0,1,0.5
AT4G15530,GO:0016310/GO:0016310/GO:0009570/GO:0003824/GO:0016301/GO:0016310/GO:0016301/GO:0005829/GO:0003824/GO:0005524/GO:0016310/GO:0005524/GO:0009507/GO:0009570/GO:0005524/GO:0009570/GO:0005524/GO:0005524/GO:0016310/GO:0016310/GO:0009570/GO:0009507/GO:0005524/GO:0016310/GO:0016772/GO:0003824/GO:0009570/GO:0009507/GO:0016310/GO:0016874/GO:0050242/GO:0016772/GO:0016310/GO:0016874/GO:0016310/GO:0009507/GO:0016874/GO:0005524/GO:0016301/GO:0009507/GO:0009570/GO:0016310/GO:0050242/GO:0009570/GO:0009570/GO:0005524/GO:0016301/GO:0005524/GO:0003824/GO:0009570/GO:0016772/GO:0016772/GO:0016301/GO:0009570/GO:0009507/GO:0009507/GO:0009507/GO:0016310/GO:0005524/GO:0005524/GO:0050242/GO:0009507/GO:0050242/GO:0009507/GO:0005829/GO:0050242/GO:0003824/GO:0016874/GO:0005634/GO:0016310/GO:0016310/GO:0016874/GO:0016301/GO:0003824/GO:0009570/GO:0009570/GO:0050242/GO:0005524/GO:0009507/GO:0016301/GO:0009507/GO:0016874/GO:0016772/GO:0016772/GO:0050242,S_alt_contig00172_RC,LOC_Os05g33570,CUST_7300_PI428634872,S_alt_contig00172_RC,1,0,1,0.5
AT1G06110,GO:0019005/GO:0008150/GO:0005634/GO:0005515/GO:0005515/GO:0019243/GO:0019243/GO:0005515,S_5sp_contig17956,LOC_Os11g16390,CUST_730_PI428634872,S_5sp_contig17956,1,1,2,1
ATCG00890,GO:0042773/GO:0042773/GO:0055114/GO:0008137/GO:0042773/GO:0009507,S_alt_contig00182_RC,LOC_Os08g15248,CUST_7310_PI428634872,S_alt_contig00182_RC,1,0,1,0.5
NA,,S_alt_contig00184_NB,,CUST_7312_PI428634872,S_alt_contig00184_NB,1,1,2,1
NA,,S_alt_contig00185_NB,,CUST_7313_PI428634872,S_alt_contig00185_NB,1,1,2,1
AT4G23100,GO:0006094/GO:0006750/GO:0052544/GO:0019761/GO:0006750/GO:0006750/GO:0006007/GO:0010193/GO:0006750/GO:0009651/GO:0006750/GO:0006750/GO:0004357/GO:0050832/GO:0004357/GO:0004357/GO:0009570/GO:0046686/GO:0009536/GO:0009507/GO:0006750/GO:0006750/GO:0004357/GO:0009507/GO:0006750/GO:0009570/GO:0009570/GO:0019344/GO:0002213/GO:0009700/GO:0046686/GO:0009570/GO:0009651/GO:0006096/GO:0009570/GO:0006750/GO:0009570/GO:0030244/GO:0004357/GO:0009816/GO:0009570/GO:0009570/GO:0004357/GO:0050832/GO:0009753/GO:0009570/GO:0002213/GO:0046686/GO:0030244/GO:0009570/GO:0052544/GO:0009570/GO:0009570/GO:0009408/GO:0052544/GO:0009908/GO:0009507/GO:0019344/GO:0009507/GO:0009507/GO:0010193/GO:0009700/GO:0009816/GO:0006096/GO:0009408/GO:0006750/GO:0019761/GO:0006750/GO:0042742/GO:0046686/GO:0042742/GO:0009507/GO:0009507,S_alt_contig00187,LOC_Os07g27790,CUST_7315_PI428634872,S_alt_contig00187,1,0,1,0.5
AT2G39840,GO:0000164/GO:0004722/GO:0005737/GO:0006499/GO:0016787/GO:0006499/GO:0006470/GO:0000164/GO:0004722/GO:0006499/GO:0006470/GO:0006470/GO:0004722,S_alt_contig00205,LOC_Os02g57450,CUST_7330_PI428634872,S_alt_contig00205,1,1,2,1
AT1G25290,GO:0005886/GO:0006508/GO:0031969/GO:0031969/GO:0004252/GO:0006508/GO:0031969/GO:0031969/GO:0004252/GO:0031969/GO:0005886,S_alt_contig00206_RC,LOC_Os09g28100,CUST_7331_PI428634872,S_alt_contig00206_RC,1,0,1,0.5
AT5G17920,GO:0008270/GO:0005777/GO:0005507/GO:0009086/GO:0009086/GO:0003871/GO:0048046/GO:0003871/GO:0005777/GO:0005774/GO:0008652/GO:0005774/GO:0005886/GO:0005777/GO:0048046/GO:0005774/GO:0009570/GO:0009086/GO:0008270/GO:0005829/GO:0008652/GO:0005886/GO:0009651/GO:0009086/GO:0003871/GO:0016020/GO:0005737/GO:0005777/GO:0005886/GO:0005829/GO:0009570/GO:0005737/GO:0016020/GO:0008705/GO:0009086/GO:0005774/GO:0046686/GO:0048046/GO:0005777/GO:0009570/GO:0010043/GO:0009507/GO:0009570/GO:0009651/GO:0005886/GO:0005829/GO:0008652/GO:0009507/GO:0008652/GO:0005829/GO:0005777/GO:0009651/GO:0009651/GO:0005774/GO:0005774/GO:0009086/GO:0009506/GO:0005829,S_alt_contig00220_RC,LOC_Os12g42876,CUST_7340_PI428634872,S_alt_contig00220_RC,1,1,2,1
AT1G61250,GO:0015031/GO:0005886/GO:0005768/GO:0016020/GO:0005802/GO:0005794/GO:0016021/GO:0005886/GO:0015031/GO:0016021/GO:0005886/GO:0022857/GO:0005768/GO:0005886/GO:0005886,S_alt_contig00233,LOC_Os03g38590,CUST_7348_PI428634872,S_alt_contig00233,1,0,1,0.5
NA,,S_alt_contig00241_NB,,CUST_7354_PI428634872,S_alt_contig00241_NB,1,0,1,0.5
AT1G72410,GO:0005886/GO:0003674/GO:0008150/GO:0005634/GO:0005634,S_alt_contig00246,LOC_Os03g21270,CUST_7358_PI428634872,S_alt_contig00246,1,1,2,1
AT1G04300,GO:0005634/GO:0003674/GO:0009630/GO:0005886/GO:0008150/GO:0005886/GO:0005634,S_5sp_contig17998,LOC_Os01g56800,CUST_735_PI428634872,S_5sp_contig17998,1,0,1,0.5
AT5G05660,GO:0003700/GO:0045892/GO:2000037/GO:0045892/GO:0009908/GO:0000987/GO:0010310/GO:0045892/GO:0045893/GO:0006355/GO:0006355/GO:0045893/GO:0006355/GO:0007623/GO:0009651/GO:0000987/GO:0042335/GO:0045893/GO:0005634/GO:0005634/GO:0010310/GO:0005634/GO:0009651,S_alt_contig00263,LOC_Os01g06550,CUST_7374_PI428634872,S_alt_contig00263,1,0,1,0.5
AT3G09090,GO:0016020/GO:0005509/GO:0005576/GO:0010208/GO:0005576/GO:0005783/GO:0010208/GO:0005576/GO:0010208,S_alt_contig00301,LOC_Os03g61050,CUST_7398_PI428634872,S_alt_contig00301,1,1,2,1
AT3G05950,GO:0045735/GO:0048046/GO:0030145/GO:0008150/GO:0005576,S_alt_contig00309_RC,LOC_Os08g13440,CUST_7404_PI428634872,S_alt_contig00309_RC,1,0,1,0.5
AT3G05950,GO:0045735/GO:0048046/GO:0030145/GO:0008150/GO:0005576,S_alt_contig00310_RC,LOC_Os08g13440,CUST_7405_PI428634872,S_alt_contig00310_RC,1,0,1,0.5
